Model,Brand,Date of Sale,Sale Price (€),Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location,Car Age at Sale
Mercedes-Benz GLA Class (Urban Edition),Benz,2024-01-05,24399.0,2019,9764,SUV,Automatic,Petrol,Silver Mercedes-Benz Gla Class1.6 GLA180 Urban Edition 7G-DCT Euro 6 (s/s) 5dr2 previous owners,Cork,5
Mercedes-Benz C Class (Executive SE),Benz,2024-01-05,10694.0,2012,36210,Saloon,Automatic,Petrol,Silver Mercedes-Benz C Class1.6 C180 BlueEfficiency Executive SE G-Tronic+ Euro 5 (s/s) 4dr2 previous owners,Dublin,12
Mercedes-Benz A Class (AMG Line),Benz,2024-01-06,17579.0,2017,36092,Hatchback,Automatic,Diesel,Mercedes-Benz A Class1.5 A180d AMG Line 7G-DCT Euro 6 (s/s) 5dr2 previous owners,Cork,7
Mercedes-Benz GLE Class (GLE300d),Benz,2024-01-06,59205.0,2020,9394,SUV,Automatic,Diesel,Blue Mercedes-Benz Gle Diesel EstateGLE 300d 4Matic AMG Line Prem Plus 5dr 9G-Tronic 2.01 previous owner,Kilkenny,4
Mercedes-Benz E Class (SE),Benz,2024-01-07,14372.0,2013,36156,Saloon,Automatic,Diesel,Mercedes-Benz E Class2.1 E220 CDI SE 4DR AUTOMATIC2 previous owners,Kerry,11
Mercedes-Benz E Class (AMG Line),Benz,2024-01-07,24196.0,2017,35149,Saloon,Automatic,Diesel,Red Mercedes-Benz E Class Diesel SaloonE220d AMG Line 4dr 9G-Tronic 2.01 previous owner,Dublin,7
Mercedes-Benz E Class (MHEV),Benz,2024-01-07,65120.0,2022,5291,Saloon,Automatic,Petrol Hybrid,Navy Mercedes-Benz E-ClassE53 4Matic+ Night Edition Prem+ 4dr TCT Petrol Saloon 3.0,Dublin,2
Mercedes-Benz E Class (SE),Benz,2024-01-09,8645.0,2013,105776,Estate,Manual,Diesel,Black Mercedes-Benz E Class2.1 E220 CDI SE Euro 5 (s/s) 5dr,Meath,11
Mercedes-Benz C Class (C200),Benz,2024-01-10,26363.0,2019,11356,Saloon,Automatic,Petrol,Navy Mercedes-Benz C ClassC200 AMG Line 4dr 9G-Tronic 1.51 previous owner,Offaly,5
Mercedes-Benz GLE Class (GLE300d),Benz,2024-01-10,50430.0,2020,23590,SUV,Automatic,Diesel,Red Mercedes-Benz GLE300d 4Matic AMG Line Premium 5dr 9G-Tronic 2.0,Dublin,4
Mercedes-Benz E Class (E220),Benz,2024-01-10,15096.0,2016,84627,Saloon,Automatic,Diesel,Black Mercedes-Benz E Class2.1 E220 BlueTEC AMG Night Edition (Premium) G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Westmeath,8
Mercedes-Benz A Class (A200),Benz,2024-01-11,25056.0,2019,16650,Saloon,Manual,Petrol,Blue Mercedes-Benz A ClassA200 AMG Line Premium 4dr 1.32 previous owners,Clare,5
Mercedes-Benz E Class (BlueEfficiency),Benz,2024-01-13,5592.0,2009,101463,Coupe,Automatic,Diesel,Blue Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency SE G-Tronic Euro 5 2dr3 previous owners,Roscommon,15
Mercedes-Benz CLA Class (AMG Line Night Edition),Benz,2024-01-13,23756.0,2018,60195,Saloon,Automatic,Petrol,Black Mercedes-Benz Cla ClassCLA 200 AMG Line Night Edition Plus 4dr Tip Auto 1.6,Dublin,6
Mercedes-Benz E Class (SE),Benz,2024-01-14,21245.0,2018,87299,Saloon,Automatic,Diesel,Red Mercedes-Benz E-Class2.0 E 220 D SE PREMIUM 4d 192 BHP,Galway,6
Mercedes-Benz CLA Class (CLA220d),Benz,2024-01-14,19493.0,2017,47430,Saloon,Automatic,Diesel,Mercedes-Benz CLA2.1 CLA 220 D AMG LINE 4d 174 BHP HARMAN KARDON / DUAL AC / LED LIGHT2 previous owners,Dublin,7
Mercedes-Benz C Class (C250 CDI),Benz,2024-01-14,11416.0,2013,52436,Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C250 CDI BlueEfficiency AMG Sport G-Tronic+ Euro 5 (s/s) 2dr3 previous owners,Donegal,11
Mercedes-Benz E Class (E400d),Benz,2024-01-16,41748.0,2019,20844,Estate,Automatic,Diesel,Red Mercedes-Benz E ClassE400d 4Matic AMG Line Night Ed Prem+ 5dr 9G-Tronic 2.91 previous owner,Westmeath,5
Mercedes-Benz GLC Class (AMG Line),Benz,2024-01-17,37384.0,2019,20194,SUV,Automatic,Diesel,Silver Mercedes-Benz Glc Diesel EstateGLC 300d 4Matic AMG Line Premium 5dr 9G-Tronic 2.02 previous owners,Cork,5
Mercedes-Benz C Class (EQ Boost),Benz,2024-01-17,28457.0,2019,19346,Coupe,Automatic,Petrol,Blue Mercedes-Benz C ClassC200 AMG Line 2dr 9G-Tronic 1.5,Carlow,5
Mercedes-Benz CLC Class (CLC180K),Benz,2024-01-18,4431.0,2009,94008,Hatchback,Automatic,Petrol,Silver Mercedes-Benz Clc Class1.8 CLC180 Kompressor Sport 2dr3 previous owners,Mayo,15
Mercedes-Benz GLE Class (MHEV),Benz,2024-01-19,51846.0,2019,34712,SUV,Automatic,Petrol,Black Mercedes-Benz Gle Class3.0 GLE450 EQ Boost AMG Line (Premium Plus) G-Tronic 4MATIC (s/s) 5dr (7 Seat)1 previous owner,Dublin,5
Mercedes-Benz CLA Class (AMG Sport),Benz,2024-01-20,14266.0,2015,92439,Saloon,Automatic,Diesel,Blue Mercedes-Benz Cla Class2.1 CLA220 CDI AMG Sport Coupe 7G-DCT Euro 6 (s/s) 4dr,Cavan,9
Mercedes-Benz A Class (SE),Benz,2024-01-20,11891.0,2014,59514,Hatchback,Manual,Diesel,Black Mercedes-Benz A-Class1.5 A180 CDI ECO SE 5d 109 BHP2 previous owners,Dublin,10
Mercedes-Benz E Class (E220d),Benz,2024-01-20,25806.0,2018,26005,Estate,Automatic,Diesel,Navy Mercedes-Benz E-Class2.0 E 220 D AMG LINE 5d AUTO 192 BHP HEATED SEATS & CRUISE CONTROL2 previous owners,Dublin,6
Mercedes-Benz C Class (MHEV),Benz,2024-01-21,56108.0,2022,5392,Saloon,Automatic,Petrol Hybrid,Grey Mercedes-Benz C ClassC 200 Sedan 1.5 4dr,Cork,2
Mercedes-Benz A Class (Sport),Benz,2024-01-22,13603.0,2016,40677,Hatchback,Manual,Diesel,Blue Mercedes-Benz A-Class1.5 A 180 D SPORT 5d 107 BHP CRUISE CONTROL & HILL START1 previous owner,Dublin,8
Mercedes-Benz A Class (A200),Benz,2024-01-23,22256.0,2019,22194,Hatchback,Manual,Petrol,Red Mercedes-Benz A ClassA200 AMG Line 5dr 1.3,Dublin,5
Mercedes-Benz E Class (AMG Line),Benz,2024-01-23,29379.0,2018,28252,Coupe,Automatic,Diesel,Black Mercedes-Benz E ClassE220d 4Matic AMG Line Premium 2dr 9G-Tronic 2.0,Mayo,6
Mercedes-Benz CLS (Sport),Benz,2024-01-23,8620.0,2011,136434,Saloon,Automatic,Diesel,Mercedes-Benz CLS3.0 CLS350 CDI V6 BlueEfficiency Sport Coupe G-Tronic+ Euro 5 4dr,Dublin,13
Mercedes-Benz GLE Class (GLE350d V6),Benz,2024-01-24,38229.0,2018,77299,Coupe,Automatic,Diesel,Red Mercedes-Benz Gle Class3.0 GLE350d V6 AMG Night Edition (Premium Plus) G-Tronic 4MATIC Euro 6 (s/s) 5dr2 previous owners,Dublin,6
Mercedes-Benz E Class (E250 CDI),Benz,2024-01-24,16968.0,2015,49728,Convertible,Automatic,Diesel,Red Mercedes-Benz E ClassE250 CDI AMG Line 2dr 7G-Tronic 2.13 previous owners,Kerry,9
Mercedes-Benz E Class (AMG Line),Benz,2024-01-26,20478.0,2018,90257,Saloon,Automatic,Diesel,Grey Mercedes-Benz E Class2.0 E220d AMG Line Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps)3 previous owners,Tipperary,6
Mercedes-Benz E Class (MHEV),Benz,2024-01-26,58481.0,2022,4828,Convertible,Automatic,Diesel Hybrid,Grey Mercedes-Benz E Class Diesel CabrioletE300d AMG Line Night Ed Premium+ 2dr 9G-Tronic 2.01 previous owner,Meath,2
Mercedes-Benz C Class (BlueTEC),Benz,2024-01-26,15667.0,2014,72031,Saloon,Automatic,Diesel,Black Mercedes-Benz C ClassC250 BlueTEC AMG Line Premium Plus 4dr Auto 2.1,Donegal,10
Mercedes-Benz E Class (AMG Line),Benz,2024-01-26,26276.0,2019,58491,Saloon,Automatic,Diesel,Blue Mercedes-Benz E-Class2.0 E 220 D AMG LINE 4d 192 BHP,Cork,5
Mercedes-Benz E Class (E220 CDI),Benz,2024-01-27,9486.0,2014,88490,Saloon,Automatic,Diesel,Black Mercedes-Benz E Class2.1 E220 CDI SE Saloon 4dr Diesel G-Tronic+ Euro 5 (s/s) (170 ps)2 previous owners,Wexford,10
Mercedes-Benz S Class (S350Ld V6),Benz,2024-01-28,31601.0,2016,58120,Saloon,Automatic,Diesel,Black Mercedes-Benz S Class3.0 S350Ld V6 AMG Line (Executive) G-Tronic+ Euro 6 (s/s) 4dr,Dublin,8
Mercedes-Benz GLA Class (Urban Edition),Benz,2024-01-28,24135.0,2019,21952,SUV,Manual,Petrol,Black Mercedes-Benz GLAGLA 180 Urban Edition Plus 5dr 1.6,Dublin,5
Mercedes-Benz CLS (BlueTEC),Benz,2024-01-29,17470.0,2015,81463,Saloon,Automatic,Diesel,Navy Mercedes-Benz CLS3.0 CLS350 V6 BlueTEC AMG Line Coupe G-Tronic+ Euro 6 (s/s) 4dr,Leitrim,9
Mercedes-Benz A Class (Sport),Benz,2024-01-29,12344.0,2017,90848,Hatchback,Automatic,Diesel,Navy Mercedes-Benz A1801.5 d Sport Premium DCT,Meath,7
Mercedes-Benz C Class (C220 CDI),Benz,2024-01-31,5739.0,2011,105168,Saloon,Automatic,Diesel,Grey Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency Sport Auto 4dr,Cork,13
Mercedes-Benz A Class (A200d),Benz,2024-02-01,12067.0,2016,95529,Hatchback,Manual,Diesel,Grey Mercedes-Benz A-Class2.1 A 200 D AMG LINE 5d 134 BHP2 previous owners,Galway,8
Mercedes-Benz A Class (AMG Sport),Benz,2024-02-01,13602.0,2015,53054,Hatchback,Automatic,Diesel,Black Mercedes-Benz A Class2.1 A200 CDI AMG Sport 7G-DCT Euro 6 (s/s) 5dr,Dublin,9
Mercedes-Benz Eqa (AMG Line),Benz,2024-02-02,50306.0,2021,5397,SUV,Automatic,Electric,Black Mercedes-Benz EQAEQA 250 66.5kWh AMG Line Auto 5dr1 previous owner,Dublin,3
Mercedes-Benz A Class (A200d),Benz,2024-02-02,16985.0,2017,34961,Hatchback,Automatic,Diesel,Red Mercedes-Benz A ClassMercedes-Benz A A200d 2.1 Sport Premium 5dr Auto Privacy Glass3 previous owners,Dublin,7
Mercedes-Benz A Class (A250),Benz,2024-02-04,11718.0,2013,91258,Hatchback,Automatic,Petrol,Navy Mercedes-Benz A Class2.0 A250 Engineered by AMG 7G-DCT Euro 6 (s/s) 5dr3 previous owners,Dublin,11
Mercedes-Benz C Class (BlueEfficiency),Benz,2024-02-05,9340.0,2012,81030,Saloon,Automatic,Petrol,Silver Mercedes-Benz C-Class1.8 C180 BLUEEFFICIENCY SPORT 4d 155 BHP,Kildare,12
Mercedes-Benz CLK (Sport),Benz,2024-02-06,5194.0,2009,55613,Coupe,Automatic,Diesel,"Navy Mercedes-Benz CLK2.1 CLK220 CDI Sport Coupe 2dr Diesel Automatic (183 g/km, 150 bhp)3 previous owners",Cork,15
Mercedes-Benz A Class (A180 CDI),Benz,2024-02-07,12678.0,2015,44618,Hatchback,Manual,Diesel,Grey Mercedes-Benz A Class1.5 A180 CDI Sport Euro 5 (s/s) 5dr2 previous owners,Dublin,9
Mercedes-Benz E Class (AMG Sport),Benz,2024-02-07,15193.0,2013,75835,Estate,Automatic,Diesel,Blue Mercedes-Benz E Class3.0 E350 V6 BlueTEC AMG Sport G-Tronic+ Euro 6 (s/s) 5dr1 previous owner,Offaly,11
Mercedes-Benz E Class (E220d),Benz,2024-02-08,22814.0,2018,58899,Estate,Automatic,Diesel,Silver Mercedes-Benz E-Class2.0 E 220 D SE 5d AUTO 192 BHP1 previous owner,Meath,6
Mercedes-Benz GLC Class (AMG Line),Benz,2024-02-09,32052.0,2018,29181,SUV,Automatic,Diesel,Mercedes-Benz Glc Class3.0 GLC350d V6 AMG Line (Premium Plus) G-Tronic+ 4MATIC Euro 6 (s/s) 5dr3 previous owners,Cork,6
Mercedes-Benz CLA Class (CLA180),Benz,2024-02-09,11623.0,2015,90072,Saloon,Manual,Petrol,Mercedes-Benz CLA1.6 CLA180 Sport 4dr3 previous owners,Waterford,9
Mercedes-Benz C Class (AMG Line Edition),Benz,2024-02-09,31374.0,2020,18908,Saloon,Automatic,Diesel,Mercedes-Benz C ClassC300d AMG Line Edition Premium 4dr 9G-Tronic 2.01 previous owner,Limerick,4
Mercedes-Benz C Class (C200),Benz,2024-02-10,9873.0,2017,72113,Saloon,Manual,Petrol,Mercedes-Benz C Class2.0 C200 SE Euro 6 (s/s) 4dr3 previous owners,Kilkenny,7
Mercedes-Benz E Class (E320 CDI),Benz,2024-02-10,3270.0,2008,118273,Saloon,Automatic,Diesel,Blue Mercedes-Benz E Class3.0 E320 CDI Avantgarde G-Tronic 4dr5 previous owners,Donegal,16
Mercedes-Benz A Class (SE),Benz,2024-02-12,13929.0,2016,51561,Hatchback,Automatic,Diesel,Grey Mercedes-Benz A Class2.1 A200d SE 7G-DCT Euro 6 (s/s) 5dr,Cork,8
Mercedes-Benz C Class (AMG Line),Benz,2024-02-12,16813.0,2016,66263,Estate,Automatic,Diesel,Mercedes-Benz C Class2.1 C250d AMG Line Estate 5dr Diesel 7G-Tronic+ Euro 6 (s/s) (204 ps)5 previous owners,Dublin,8
Mercedes-Benz A Class (A45),Benz,2024-02-13,27411.0,2017,56107,Hatchback,Automatic,Petrol,Mercedes-Benz A Class2.0 A45 AMG Hatchback 5dr Petrol SpdS DCT 4MATIC Euro 6 (s/s) (360 ps)1 previous owner,Dublin,7
Mercedes-Benz C Class (SE Executive Edition),Benz,2024-02-13,17379.0,2017,32313,Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220d SE Executive Edition Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (170 ps)2 previous owners,Wicklow,7
Mercedes-Benz SL Class (SL400 V6),Benz,2024-02-14,41065.0,2017,10511,Convertible,Automatic,Petrol,Mercedes-Benz Sl-Class3.0 SL400 V6 AMG Line Roadster 2dr Petrol G-Tronic+ Euro 6 (s/s) (367 ps),Roscommon,7
Mercedes-Benz A Class (A45),Benz,2024-02-15,23433.0,2015,55440,Hatchback,Automatic,Petrol,Red Mercedes-Benz A-ClassA45 AMG 4MATIC [PAN] 2.0 5dr2 previous owners,Cork,9
Mercedes-Benz E Class (BlueEfficiency),Benz,2024-02-15,10030.0,2012,61372,Coupe,Automatic,Diesel,Silver Mercedes-Benz E-Class2.1 E220 CDI BLUEEFFICIENCY SE 2d 170 BHP,Kilkenny,12
Mercedes-Benz C Class (C220d),Benz,2024-02-15,24791.0,2019,39253,Saloon,Automatic,Diesel,Blue Mercedes-Benz C ClassC220d AMG Line 4dr 9G-Tronic 2.01 previous owner,Kildare,5
Mercedes-Benz A Class (A180),Benz,2024-02-16,19727.0,2018,28618,Hatchback,Manual,Petrol,Red Mercedes-Benz A ClassA180 SE 5dr 1.3,Kerry,6
Mercedes-Benz C Class (C220d),Benz,2024-02-16,14355.0,2016,73749,Estate,Automatic,Diesel,Mercedes-Benz C-Class2.1 C 220 D SE EXECUTIVE EDITION 5d 170 BHP IN DIAMOND SILVER | HEATED SEATS,Cork,8
Mercedes-Benz G Class (G350d),Benz,2024-02-16,118433.0,2019,16105,SUV,Automatic,Diesel,Mercedes-Benz G Class2.9 G350d AMG Line (Premium) G-Tronic+ 4WD Euro 6 (s/s) 5dr1 previous owner,Dublin,5
Mercedes-Benz SLK (BlueEfficiency),Benz,2024-02-17,10068.0,2011,97197,Convertible,Automatic,Petrol,Mercedes-Benz SLK1.8 SLK200 BlueEfficiency AMG Sport G-Tronic+ Euro 5 (s/s) 2dr,Wexford,13
Mercedes-Benz E Class (AMG Line Edition),Benz,2024-02-20,19195.0,2017,34299,Coupe,Automatic,Diesel,Red Mercedes-Benz E ClassE220D Amg Line Edition 2Dr 7G-Tronic 2.14 previous owners,Cork,7
Mercedes-Benz C Class (AMG S),Benz,2024-02-20,48371.0,2017,43110,Convertible,Automatic,Petrol,Grey Mercedes-Benz C ClassC63 S Premium 2dr Auto 4.02 previous owners,Donegal,7
Mercedes-Benz GLA Class (GLA220d),Benz,2024-02-21,16850.0,2016,48352,SUV,Automatic,Diesel,Blue Mercedes-Benz Gla-Class2.1 GLA 220 D 4MATIC AMG LINE EXECUTIVE 5d 174 BHP + OVER 1200 5* REVIEWS2 previous owners,Limerick,8
Mercedes-Benz E Class (E250 CDI),Benz,2024-02-21,8213.0,2012,120300,Coupe,Automatic,Diesel,Black Mercedes-Benz E Class2.1 E250 CDI BlueEfficiency Sport Coupe 2dr Diesel G-Tronic+ Euro 5 (s/s) (204 ps)3 previous owners,Dublin,12
Mercedes-Benz C Class (C350e),Benz,2024-02-21,15130.0,2016,101517,Saloon,Automatic,Petrol Hybrid,Grey Mercedes-Benz C Class2.0 C350e 6.4kWh Sport (Premium) G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Mayo,8
Mercedes-Benz GLA Class (AMG Line),Benz,2024-02-22,15065.0,2017,92114,SUV,Manual,Diesel,Grey Mercedes-Benz Gla Class2.1 GLA200d AMG Line Euro 6 (s/s) 5dr1 previous owner,Limerick,7
Mercedes-Benz GLC Class (GLC300d),Benz,2024-02-22,48363.0,2022,2549,SUV,Automatic,Diesel,Black Mercedes-Benz Glc Class2.0 GLC300d AMG Line (Premium) SUV 5dr Diesel G-Tronic+ 4MATIC Euro 6 (s/s) (245 ps)1 previous owner,Limerick,2
Mercedes-Benz C Class (Elegance),Benz,2024-02-24,3792.0,2012,124059,Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency Elegance G-Tronic+ Euro 5 (s/s) 4dr3 previous owners,Dublin,12
Mercedes-Benz A Class (A45),Benz,2024-02-24,25150.0,2015,43454,Hatchback,Automatic,Petrol,Blue Mercedes-Benz A Class2.0 A45 AMG SpdS DCT 4MATIC Euro 6 (s/s) 5dr2 previous owners,Cork,9
Mercedes-Benz E Class (E220d),Benz,2024-02-24,29806.0,2018,19925,Saloon,Automatic,Diesel,Mercedes-Benz E Class2L AMG Line E220d 4dr,Dublin,6
Mercedes-Benz E Class (E220d),Benz,2024-02-24,16576.0,2017,96820,Saloon,Automatic,Diesel,Navy Mercedes-Benz E-Class2.0 E 220 D SE 4d 192 BHP,Limerick,7
Mercedes-Benz C Class (C220 CDI),Benz,2024-02-25,6234.0,2012,100058,Saloon,Manual,Diesel,Red Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency AMG Sport Euro 5 (s/s) 4dr4 previous owners,Dublin,12
Mercedes-Benz C Class (C220d),Benz,2024-02-25,23835.0,2018,20730,Estate,Automatic,Diesel,Red Mercedes-Benz C Class2.1L AMG Line C220d 5dr,Wicklow,6
Mercedes-Benz E Class (SE),Benz,2024-02-25,8457.0,2012,104320,Estate,Automatic,Diesel,Blue Mercedes-Benz E Class2.1 E220 CDI BlueEfficiency SE G-Tronic+ Euro 5 (s/s) 5dr3 previous owners,Dublin,12
Mercedes-Benz A Class (Classic SE),Benz,2024-02-26,4865.0,2009,60404,Hatchback,Automatic,Petrol,Black Mercedes-Benz A-Class1.5 A150 AUTOMATIC CLASSIC SE 5d 94 BHP MOT 24/07/2023,Monaghan,15
Mercedes-Benz C Class (AMG Line),Benz,2024-02-27,20447.0,2016,50578,Coupe,Automatic,Diesel,Red Mercedes-Benz C Class2.1 C220d AMG Line (Premium) Coupe 2dr Diesel G-Tronic+ Euro 6 (s/s) (170 ps)3 previous owners,Leitrim,8
Mercedes-Benz S Class (AMG Line),Benz,2024-02-28,27162.0,2016,67127,Saloon,Automatic,Diesel,Red Mercedes-Benz S Class3.0 S350Ld V6 AMG Line (Executive) G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Carlow,8
Mercedes-Benz A Class (AMG Edition),Benz,2024-02-28,37139.0,2021,3646,Hatchback,Automatic,Petrol,Black Mercedes-Benz A-ClassA35 4Matic Executive Edition 5dr Auto Petrol Hatchback 2.0,Dublin,3
Mercedes-Benz A Class (A180),Benz,2024-02-28,22331.0,2019,24222,Hatchback,Manual,Petrol,Black Mercedes-Benz A ClassA180 AMG Line Premium 5dr 1.3,Limerick,5
Mercedes-Benz E Class (AMG Line Night Edition),Benz,2024-03-01,37195.0,2020,25209,Estate,Automatic,Diesel,Mercedes-Benz E Class2.0 E220d AMG Line Night Edition (Premium Plus) Estate 5dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps),Tipperary,4
Mercedes-Benz GLE Class (AMG Night Edition),Benz,2024-03-01,32652.0,2018,43660,SUV,Automatic,Diesel,Navy Mercedes-Benz Gle EstateGLE 250d 4Matic AMG Night Edition 5dr 9G-Tronic 2.1,Limerick,6
Mercedes-Benz Eqa (AMG Line),Benz,2024-03-02,53166.0,2021,5465,SUV,Automatic,Electric,Blue Mercedes-Benz EQA250 140kW AMG Line Premium 66.5kWh 5dr Auto,Dublin,3
Mercedes-Benz A Class (A160),Benz,2024-03-02,5163.0,2011,51169,Hatchback,Manual,Petrol,Mercedes-Benz A Class1.5 A160 BlueEfficiency Avantgarde SE 5dr3 previous owners,Cork,13
Mercedes-Benz E Class (BlueTEC),Benz,2024-03-02,9447.0,2015,102377,Saloon,Automatic,Diesel,Grey Mercedes-Benz E-Class2.1 E220 BLUETEC AMG LINE 4d 174 BHP NATIONWIDE DELIVERY - WARRANTY INCLUDED2 previous owners,Cork,9
Mercedes-Benz E Class (E43 V6),Benz,2024-03-03,26455.0,2017,92400,Saloon,Automatic,Petrol,Mercedes-Benz E Class3.0 E43 V6 AMG G-Tronic+ 4MATIC (s/s) 4dr1 previous owner,Cork,7
Mercedes-Benz GLE Class (AMG S),Benz,2024-03-05,44225.0,2017,68070,SUV,Automatic,Petrol,Blue Mercedes-Benz Gle-Class5.5 AMG GLE 63 S 4MATIC PREMIUM 5d 577 BHP 360 CAMERA'S DRIVE ASSIST PLUS,Meath,7
Mercedes-Benz A Class (AMG Line),Benz,2024-03-05,21812.0,2018,27048,Hatchback,Automatic,Petrol,Silver Mercedes-Benz A Class1.3L AMG Line A200 5dr,Dublin,6
Mercedes-Benz C Class (AMG Line),Benz,2024-03-06,20608.0,2018,36320,Saloon,Automatic,Diesel,Mercedes-Benz C Class2.1 C220d AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Dublin,6
Mercedes-Benz Glb Class (GLB220d),Benz,2024-03-08,34071.0,2020,28883,SUV,Automatic,Diesel,Navy Mercedes-Benz GLB220d 4Matic AMG Line Prem 5dr 8G-Tron [5 seat] 2.0,Mayo,4
Mercedes-Benz C Class (AMG S),Benz,2024-03-08,69398.0,2019,8278,Coupe,Automatic,Petrol,Black Mercedes-Benz C-Class4.0 AMG C 63 S PREMIUM PLUS 2d 503 BHP2 previous owners,Dublin,5
Mercedes-Benz SLC (AMG Line),Benz,2024-03-09,20324.0,2017,36061,Convertible,Manual,Petrol,Red Mercedes-Benz SLC2.0 SLC200 AMG Line Convertible 2dr Petrol Manual Euro 6 (s/s) (184 ps)1 previous owner,Cork,7
Mercedes-Benz A Class (A180d),Benz,2024-03-09,23235.0,2019,23202,Hatchback,Automatic,Diesel,Blue Mercedes-Benz A ClassA180d AMG Line 5dr Auto 1.5,Dublin,5
Mercedes-Benz A Class (A180),Benz,2024-03-10,26113.0,2020,11854,Hatchback,Automatic,Petrol,Red Mercedes-Benz A ClassA180 AMG Line Executive 5dr Auto 1.3,Dublin,4
Mercedes-Benz CLA Class (CLA45),Benz,2024-03-11,60216.0,2021,9629,Saloon,Automatic,Petrol,Mercedes-Benz CLA2.0 AMG CLA 45 S 4MATICPLUS PLUS 4d 416 BHP NATIONWIDE DELIVERY AVAILABLE!1 previous owner,Dublin,3
Mercedes-Benz C Class (C350e),Benz,2024-03-11,17204.0,2016,69650,Estate,Automatic,Petrol Hybrid,"Red Mercedes-Benz C-Class2.0 C350 E SPORT 5d AUTO 208 BHP - SAT NAV, LEATHER, SENSORS2 previous owners",Meath,8
Mercedes-Benz Amg Gt (V8 BiTurbo),Benz,2024-03-12,69354.0,2016,40464,Coupe,Automatic,Petrol,Blue Mercedes-Benz Amg GtGT S Premium 2dr Auto 4.0,Dublin,8
Mercedes-Benz GLA Class (AMG S),Benz,2024-03-13,52593.0,2021,3520,SUV,Automatic,Petrol,Blue Mercedes-Benz GLA45 S 4Matic+ 5dr Auto 2.0,Limerick,3
Mercedes-Benz C Class (Sport),Benz,2024-03-13,18292.0,2018,63275,Estate,Automatic,Petrol Hybrid,Navy Mercedes-Benz C Class2.0 C350e 6.4kWh Sport G-Tronic+ Euro 6 (s/s) 5dr,Clare,6
Mercedes-Benz Amg Gt (V8 BiTurbo),Benz,2024-03-14,122764.0,2021,2797,Convertible,Automatic,Petrol,Red Mercedes-Benz Amg GtGT Night Edition 2dr Auto 4.02 previous owners,Dublin,3
Mercedes-Benz C Class (Sport),Benz,2024-03-14,17932.0,2016,71072,Estate,Automatic,Petrol Hybrid,Mercedes-Benz C ClassC350e Sport Premium Plus 5dr Auto 2.02 previous owners,Galway,8
Mercedes-Benz E Class (E350d V6),Benz,2024-03-15,17693.0,2016,54242,Coupe,Automatic,Diesel,Black Mercedes-Benz E Class Diesel CoupeE350d AMG Line Edition 2dr 9G-Tronic 3.02 previous owners,Galway,8
Mercedes-Benz A Class (A35),Benz,2024-03-16,34320.0,2020,18892,Hatchback,Automatic,Petrol,Blue Mercedes-Benz A-Class HatchA 35 AMG 4MATIC Executive 2.0 5dr1 previous owner,Waterford,4
Mercedes-Benz CLA Class (CLA180),Benz,2024-03-16,14333.0,2014,55000,Saloon,Manual,Petrol,Black Mercedes-Benz CLA1.6 CLA180 AMG SPORT 4d 122 BHP LOW MILES + 1/2 LEATHER + MDSH,Donegal,10
Mercedes-Benz C Class (EQ Boost),Benz,2024-03-17,26872.0,2019,28041,Convertible,Automatic,Petrol,Red Mercedes-Benz C Class1.5 C200 EQ Boost AMG Line Cabriolet 2dr Petrol G-Tronic+ Euro 6 (s/s) (198 ps)2 previous owners,Galway,5
Mercedes-Benz C Class (AMG Sport Edition),Benz,2024-03-18,10605.0,2014,79330,Saloon,Automatic,Diesel,Black Mercedes-Benz C Class2.1 C250 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 4dr,Wicklow,10
Mercedes-Benz C Class (C220),Benz,2024-03-19,9658.0,2015,102295,Saloon,Manual,Diesel,Black Mercedes-Benz C-Class2.1 C220 BLUETEC SE 4d 170 BHP,Cavan,9
Mercedes-Benz A Class (Sport),Benz,2024-03-20,15393.0,2017,37378,Hatchback,Automatic,Diesel,Silver Mercedes-Benz A-Class1.5 A 180 D SPORT EXECUTIVE 5d 107 BHP,Kilkenny,7
Mercedes-Benz CLA Class (AMG Line),Benz,2024-03-20,18234.0,2017,55613,Saloon,Manual,Diesel,Grey Mercedes-Benz Cla Class2.1 CLA200d AMG Line Coupe 4dr Diesel Euro 6 (s/s) (136 ps)3 previous owners,Carlow,7
Mercedes-Benz GLC Class (GLC300d),Benz,2024-03-21,45459.0,2020,12466,SUV,Automatic,Diesel,Silver Mercedes-Benz GLCGlc 300D 4Matic Amg Line Premium Pls 5Dr 9G-Tronic 2.02 previous owners,Kerry,4
